,username,full_text,tweet_clean,english_text,label
198,dat_sfrina,2 hal yg lucu: bukan plagiat dan memanfaatkan teknologi AI,yg lucu plagiat memanfaatkan teknolog ai,funny plagiarism using ai technology,positive
199,kumparan,Presiden Jokowi mewanti-wanti pengusaha muda soal dampak disrupsi teknologi artificial intelligence (AI) terhadap perusahaan. #bisnisudpate #update #bisnis #text https://t.co/KdGaYsAram,presiden jokowi mewantiwanti pengusaha muda dampak disrupsi teknolog artifici intellig ai perusahaan bisnisudp updat bisni text,"President Jokowi warns young entrepreneurs about the impact of disruption, technology, intelligence, AI, business companies, UDP, business updates, text",positive
200,awanmalangit,Kehadiran AI bisa jadi peluang sekaligus ancaman bagi kita. Untuk itu penting bagi kita untuk mengetahui bagaimana cara menemukan jurusan dan karir yang sejalan dengan perkembangan teknologi AI agar masa depan tetap cerah. https://t.co/G2rc4aMlhl,kehadiran ai peluang ancaman menemukan jurusan karir sejalan perkembangan teknolog ai cerah,The presence of AI opportunities and threats to find career majors in line with the development of AI technology is bright,positive
201,Anggita_lung,Perusahaan rintisan Fr8co jebolan SSI batch ketujuh menghadirkan teknologi AI untuk otomatisasi entri data dalam proses bea cukai. Keberhasilan Fr8co dalam mengotomatisasi dan memperbaiki proses yang kritis ini tidak hanya membuktikan kemampuan mereka dalam inovasi teknologi.,perusahaan rintisan frco jebolan ssi batch ketujuh menghadirkan teknolog ai otomatisasi entri data prose bea cukai keberhasilan frco mengotomatisasi memperbaiki prose kriti membuktikan kemampuan inovasi teknolog,FRCO start-up company graduated from SSI seventh batch presents AI technology automating data entry customs processes FRCO's success in automating improving critical processes proves technological innovation capabilities,positive
202,indosat,Saat ini kepopuleran teknologi AI terus meningkat karena kemampuannya dalam mendukung berbagai kegiatan. #IndosatOoredooHutchison #IOH #EmpoweringIndonesia https://t.co/TjiFNayo26,kepopuleran teknolog ai meningkat kemampuannya mendukung kegiatan indosatooredoohutchison ioh empoweringindonesia,the popularity of AI technology is increasing its ability to support the activities of Indostooredoohutchison IOH EmpoweringIndonesia,neutral
203,senenjayamall,Udah ada yg tau belom kalo Ray-ban ngeluarin kaca mata pake teknologi AI?,udah yg tau belom kalo rayban ngeluarin kaca mata pake teknolog ai,Does anyone know if Rayban produces glasses using AI technology?,neutral
204,CNNIndonesia,Menkominfo Ketemu Google Buat Sikat Judi Online Pakai AI Hari Ini https://t.co/QeGbyA7Wj5,menkominfo ketemu googl sikat judi onlin pakai ai,Minister of Communication and Information meets Google brushes online gambling using AI,neutral
205,detikcom,Tahukah detikers seorang pakar AI senior Profesor Geoffrey Hinton memutuskan untuk pensiun karena mulai 'takut' dengan teknologi AI yang dilahirkannya. Gimana katanya? https://t.co/QJPHF9eTu5,tahukah detik pakar ai senior profesor geoffrey hinton memutuskan pensiun takut teknolog ai dilahirkannya gimana,"Did you know that when senior AI expert Professor Geoffrey Hinton decided to retire, he was afraid that AI technology would be born?",negative
206,JurnalApps,Dirancang untuk meningkatkan pengalaman komputasi pengguna dengan teknologi AI untuk memenuhi pekerjaan kreatif &amp; lainnya. https://t.co/WFpEdAraiP,dirancang meningkatkan pengalaman komputasi pengguna teknolog ai memenuhi pekerjaan kreatif amp,"Designed to enhance the user's computing experience, AI technology fulfills creative work",positive
207,IDNTimes,realme GT 6 Usung Teknologi AI akan Hadir di Indonesia! https://t.co/Ojg7vNJmEF,realm gt usung teknolog ai hadir indonesia,Realm GT brings AI technology to Indonesia,neutral
208,akidoverseas,Puluhan orang MENINGGAL dibom israel di ZONA AMAN trus yang di sini malah jadi berantem perkara trend repost ai generated content di instastory kata gw emang BERAK nih teknologi,puluhan orang meningg dibom israel zona aman tru berantem perkara trend repost ai gener content instastori gw emang berak nih teknolog,"Dozens of people died when bombed by Israel, safe zone, then fighting over trend issue, repost, AI, Instagram content generator, I'm really shit, technologist",positive
209,okezonenews,Canggih! Intip Desain Batik Buatan Anak Bangsa Pakai Teknologi AI https://t.co/QDHq1IwOOo,canggih intip desain batik buatan anak bangsa pakai teknolog ai,sophisticated peek at batik designs made by the nation's children using AI technology,positive
210,beritartm,KANGAR 4 Jun- 'Ia anjakan tepat bagi menggilap kebolehan mahasiswa terutama anak-anak Perlis dalam penggunaan teknologi AI' - Pemangku Raja Perlis Tuanku Syed Faizuddin Putra Jamalullail. https://t.co/uxar0BTnKg 'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani https://t.co/HG87iXOjOD,kangar jun anjakan menggilap kebolehan mahasiswa anakanak perli penggunaan teknolog ai pemangku raja perli tuanku sy faizuddin putra jamalullail sahih berita rtm rtm beritartm malaysiamadani,kangar jun anjakan polish the skills of students children need to use AI technology regent king perli lord sy faizuddin son jamalullail sahih Berita rtm rtm Beritartm malaysiamadani,neutral
211,jpmgov_,Justeru beliau menggalakkan semua ahli PUSPANITA untuk memanfaatkan pelbagai sumber dan peluang yang ada seperti kemajuan teknologi terutamanya dalam bidang ekonomi digital dan Kecerdasan Buatan (AI) bakat-bakat tempatan dan dunia tanpa sempadan.,justeru beliau menggalakkan ahli puspanita memanfaatkan pelbagai sumber peluang kemajuan teknolog terutamanya bidang ekonomi digit kecerdasan buatan ai bakatbakat tempatan dunia sempadan,"In fact, he encourages Puspanita experts to take advantage of various sources of opportunities for technological progress, especially in the field of digital economics, artificial intelligence, local talents, the world's borders.",negative
212,algonacci,@Jemmy_AI Kenapa ga pake cloud storage? Atau teknologi bernama Gdrive https://t.co/44j3ZuCgnp,ga pake cloud storag teknolog bernama gdrive,I don't use cloud storage technology called gdrive,neutral
213,shamsuliskandar,Industri semikonduktor ini dijangka berkembang kepada US$1 trillion (RM4.71 trillion) menjelang 2030 terutamanya dengan perkembangan teknologi terkini seperti AI dan quantum computing yang memerlukan mikrocip yang lebih berkuasa.,industri semikonduktor dijangka berkembang us trillion rm trillion menjelang terutamanya perkembangan teknolog terkini ai quantum comput mikrocip berkuasa,"The semiconductor industry is expected to grow US trillion RM trillion ahead of the latest technological developments, AI Quantum Comput, Microchips, and power.",positive
214,SinarOnline,Penguasaan AI beri nilai tambah kepada industri media Muhammad Nasir berkata perkembangan teknologi AI boleh memberi nilai tambah kepada kebolehan dan kemahiran tradisional yang sedia ada dalam kalangan pengamal media itu sendiri. #sinarharian #TeknologiAI #PengamalMedia,penguasaan ai nilai industri media muhammad nasir perkembangan teknolog ai nilai kebolehan kemahiran tradision sedia kalangan pengam media sinarharian teknologiai pengamalmedia,mastery of ai value media industry muhammad nasir development of ai technology value ability traditional skills available media practitioners sinarharian technology media practitioners,positive
215,wan_aimran,https://t.co/hjLg6GFChV Dalam pada itu adakah Fakulti Kecerdasan Buatan UTM yang baru dilancarkan oleh @anwaribrahim mempunyai pakar dari kalangan pemikir agama ahli falsafah teknologi dan sejarawan teknologi?,adakah fakulti kecerdasan buatan utm dilancarkan pakar kalangan pemikir agama ahli falsafah teknolog sejarawan teknolog,"Is there a major artificial intelligence faculty being launched by experts, religious thinkers, philosophers, technologists, historians, technologists?",negative
216,hypeabisid,YandexART Teknologi AI Generatif Untuk Asisten Konten Visual https://t.co/u2N3ST1Udh,yandexart teknolog ai generatif asisten konten visual,yandexart generative ai technology visual content assistant,neutral
217,theSundaily, ... yang penting adalah untuk fikirkan tentang tanggungjawab anda bukan hanya mengenai teknologi. AI ini boleh diakses oleh semua sesiapa sahaja boleh mula menggunakan teknologi ini dengan pantas dan ini sendiri adalah berbahaya. #theSunMY #berita https://t.co/f8Ywo8GdQG,fikirkan tanggungjawab teknolog ai diaks sesiapa sahaja teknolog berbahaya thesunmi berita,Think about the responsibility of AI technology to anyone who can access the dangerous technology of the Sunmi News,negative
218,Media_Selangor,Serap teknologi AI dengan nilai turath Islam tidak bergantung kepakaran Barat https://t.co/KjcPfRczuj,serap teknolog ai nilai turath islam bergantung kepakaran barat,"absorbing AI technology, the value of Islamic law depends on western expertise",positive
219,cnbcindonesia,3 Perusahaan Raksasa Teknologi AS Dituding Monopoli Pasar AI Siapa? https://t.co/0GQpCZYIQj,perusahaan raksasa teknolog as ditud monopoli pasar ai,US tech giant accused of monopolizing AI market,neutral
220,antaranews,Berita sepekan teknologi AI kesehatan hingga mitigasi Gunung Marapi https://t.co/IqpYn8Sdwm,berita sepekan teknolog ai kesehatan mitigasi gunung marapi,news a week AI health technology mitigation of Mount Marapi,neutral
221,GATRA_com,Percepat Pembangunan Infrastruktur Teknologi AI Lintasarta Gandeng Nvidia https://t.co/g2rzdKxhiH,percepat pembangunan infrastruktur teknolog ai lintasarta gandeng nvidia,"accelerate development of AI technology infrastructure, Lintasarta collaborates with NVIDIA",neutral
222,DrEvaChaniago,@berlianidris Dah di edit ini di di kumparan masih sama tulisannya dek https://t.co/SysPjWkPVA,dah edit kumparan tulisannya dek,I've edited the post,neutral
223,JapenSarawak,Pameran industri pintar China dorong kerjasama AI teknologi Malaysia-China https://t.co/b88UqKMBpu @TeoNieChing #japensarawak,pameran industri pintar china dorong kerjasama ai teknolog malaysiachina japensarawak,"China Smart Industry Exhibition Encourages Collaboration with AI Technologists, Malaysia, Malaysia, Japensarawak",positive
224,egharap,@lutfithe13th @hadinabd https://t.co/yndickUg5M Yg di kumparan masih ada ,yg kumparan,the coil one,neutral
225,tebuirengonline, Konon semakin tinggi ilmu pengetahuan yang dimiliki seseorang akan semakin tinggi pula imajinasinya tentang masa depan. https://t.co/rBwZswhDaL,konon ilmu pengetahuan dimiliki imajinasinya,It is said that science belongs to the imagination,neutral
226,UMonline,Terap teknologi AI dengan ilmu nilai Islam- PM https://t.co/EhmaxMKh2i #BERITA #NASIONAL #TERKINI #DatukSeriAnwarIbrahim,terap teknolog ai ilmu nilai islam pm berita nasion terkini datukserianwaribrahim,applied technology ai science Islamic values ​​pm latest national news datukserianwaribrahim,positive
227,501Awani,Para pengamal media yang dijemput untuk membuat liputan ibadah haji di Arab Saudi kali ini bakal dihidangkan dengan penggunaan aplikasi teknologi maju termasuk biometrik dan AI. #AWANInews #AWANI745 https://t.co/ZZCVBinyBP,pengam media dijemput liputan ibadah haji arab saudi kali dihidangkan penggunaan aplikasi teknolog maju biometrik ai awaninew awani,"Media observers were invited to cover the Saudi Arabian Hajj pilgrimage, which was presented using the advanced biometric technology application AI Awaninew Awani",positive
228,hmetromy,#rap Media Prima Audio (MPA) mengumumkan personaliti radio yang dijana teknologi kecerdasan buatan atau 'artificial intelligence' (AI) bertugas di Fly FM DJ Aina menerima Anugerah Penyiaran Asia Pasifik 2024 di Singapura baru-baru ini. https://t.co/bCrPalrbb9,rap media prima audio mpa mengumumkan person radio dijana teknolog kecerdasan buatan artifici intellig ai bertuga fli fm dj aina menerima anugerah penyiaran asia pasifik singapura barubaru,rap media prima audio mpa announces radio personality created by artificial intelligence technology artificial intelligence ai bertuga fli fm dj aina receives new asia pacific singapore broadcasting award,negative
229,kosmo_online,Teknologi AI perlu diterap ilmu nilai Islam- Anwar https://t.co/sJi6Q8LaDs #Negara #kecerdasanbuatan #nilaiIslam #seminar #teknologi,teknolog ai diterap ilmu nilai islam anwar negara kecerdasanbuatan nilaiislam seminar teknolog,"AI technology applied to Islamic values, state anwar, artificial intelligence, Islamic values, technology seminar",negative
230,UMonline,Pengamal media perlu kuasai teknologi AI PM https://t.co/rwGi3Tq2se #BERITA #NASIONAL #TERKINI #MukaHadapan,pengam media kuasai teknolog ai pm berita nasion terkini mukahadapan,media experts master AI technology pm latest national news face to face,positive
231,SinarOnline,AFM Fulfillment guna teknologi AI robotik bantu usahawan AFM Fulfillment bersedia mengautomasikan perniagaan dengan lancar bermula daripada pergudangan pengurusan pesanan pembungkusan dan penghantaran terakhir kepada pelanggan. #SinarHarian #AFM #AI https://t.co/oWQF4qnGFI,afm fulfil teknolog ai robotik bantu usahawan afm fulfil bersedia mengautomasikan perniagaan lancar pergudangan pengurusan pesanan pembungkusan penghantaran pelanggan sinarharian afm ai,afm fulfil ai robotics technology helps entrepreneurs afm fulfil is ready to automate smooth business warehousing order management packaging customer delivery raysharian afm ai,positive
